loc_rowid,tce_plnt_num,tce_period,tce_period_err,tce_ror,tce_ror_err,tce_dor,tce_dor_err,tce_incl,tce_incl_err,tce_duration,tce_duration_err,tce_prad,tce_prad_err,tce_eqt,tce_eqt_err,tce_steff,tce_steff_err,tce_slogg,tce_slogg_err,tce_sradius,tce_sradius_err
6446,1,0.763051,8.91E-06,1.91E-02,1.50E-02,4.4758714,1.79E+01,86.16,1.80E+02,1.268,1.18E-01,3.199,2.52E+00,2.71E+03,7.54E+02,6609,277,4.17,0.31,1.535,0.844
6447,1,0.857369,6.98E-06,6.95E-03,2.00E-03,1.7639988,2.01E+00,73.53,1.05E+02,3.245,1.69E+00,1.354,3.89E-01,2.97E+03,8.81E+02,7143,288,4.1,0.33,1.785,1.049
6448,2,0.857341,1.09E-05,5.67E-03,1.61E-03,1.7871135,2.04E+00,67.72,7.30E+01,2.723,1.35E+00,1.105,3.13E-01,2.97E+03,8.81E+02,7143,288,4.1,0.33,1.785,1.049
6449,2,3.72353,9.01E-06,3.51E-02,1.06E-02,7.41566,1.10E+01,84.59,1.68E+01,2.928,4.86E-01,3.407,1.03E+00,1.18E+03,2.46E+02,6063,207,4.51,0.29,0.89,0.367
6450,1,3.72357,5.32E-06,2.07E-02,4.66E-03,7.7216027,9.19E+00,84.92,1.32E+01,2.793,1.87E-01,2.633,5.91E-01,1.39E+03,3.52E+02,6505,235,4.38,0.3,1.163,0.585
6451,1,35.8761,4.04E-04,1.65E-02,2.98E-02,59.748883,5.66E+02,89.87,6.99E+01,4.624,1.31E+00,2.1,3.79E+00,6.52E+02,1.95E+02,6495,236,4.38,0.34,1.168,0.695
6452,1,3.77059,6.43E-06,1.60E-02,5.73E-03,14.689093,2.63E+01,90,7.44E+03,1.992,9.24E-02,1.448,5.19E-01,1.13E+03,2.42E+02,6057,174,4.57,0.31,0.829,0.351
6453,1,0.990238,1.16E-03,1.04E-03,5.94E-03,1.1521661,6.18E+00,38.63,7.53E+02,2.878,4.77E+01,0.3702,2.11E+00,4.13E+03,1.11E+03,7888,309,3.64,0.52,3.261,1.74
6454,2,0.9902,1.00E-05,1.77E-02,2.41E-03,1.0227525,2.86E-03,15.5,1.62E+00,1.877,1.30E-01,6.292,8.59E-01,4.13E+03,1.11E+03,7888,309,3.64,0.52,3.261,1.74
6455,1,410.003,1.67E-02,2.36E-02,8.04E-02,255.04598,3.98E+03,89.89,7.17E+00,11.02,1.00E+01,2.948,1.00E+01,2.68E+02,7.82E+01,6109,241,4.41,0.34,1.144,0.662
6456,1,2.91695,2.10E-05,7.85E-03,6.25E-04,1.2971509,2.37E-01,45.54,1.57E+01,7.496,1.73E+00,3.034,2.42E-01,2.80E+03,4.98E+02,7594,311,3.65,0.27,3.544,1.228
6457,3,2.67634,3.22E-05,6.99E-03,3.67E-03,1.7246595,3.08E+00,70.48,1.47E+02,9.789,8.44E+00,1.026,5.40E-01,1.62E+03,3.58E+02,6115,189,4.16,0.24,1.346,0.587
6458,1,2.99547,4.72E-06,1.29E-02,2.86E-03,6.3644072,6.64E+00,88.42,5.52E+01,3.586,4.21E-02,6.01,1.34E+00,2.51E+03,7.55E+02,6086,224,3.42,0.6,4.28,2.559
6459,2,7.36681,8.75E-05,6.83E-03,3.97E-03,3.7549381,9.99E+00,89.9,6.93E+03,15.09,2.62E+00,3.188,1.85E+00,1.86E+03,5.59E+02,6086,224,3.42,0.6,4.28,2.559
6460,3,7.3662,1.20E-04,1.49E-02,7.25E-04,1.0908647,7.23E-04,25.24,1.79E-01,12.24,2.09E-01,6.946,3.39E-01,1.86E+03,5.59E+02,6086,224,3.42,0.6,4.28,2.559
6461,3,1.26221,2.04E-05,6.53E-03,2.83E-04,1.0013972,7.50E-04,9.199,1.19E+00,1.825,1.47E-01,1.835,7.95E-02,3.33E+03,6.28E+02,7985,327,3.92,0.24,2.577,0.949
6462,1,0.766479,1.57E-07,4.45E-01,1.41E-02,3.8947861,5.30E-03,79.67,4.11E-01,1.901,2.66E-03,35.05,1.11E+00,1.63E+03,2.12E+02,5297,219,4.59,0.13,0.722,0.178
6463,2,0.76648,0.00E+00,2.51E-01,0.00E+00,4.8691277,0.00E+00,88.82,0.00E+00,1.5,0.00E+00,19.8,0.00E+00,1.63E+03,0.00E+00,5297,219,4.59,0.13,0.722,0.178
6464,1,1.30505,2.74E-05,4.33E-03,1.16E-03,1.0176641,6.04E-02,30.92,5.85E+01,4.864,7.99E+00,0.7681,2.06E-01,2.52E+03,9.64E+02,7356,339,4.2,0.42,1.626,1.235
6465,1,0.849639,1.28E-05,4.50E-03,4.61E-03,1.8528573,8.37E+00,89.49,1.20E+04,3.518,6.42E+00,1.015,1.04E+00,3.71E+03,9.67E+02,8749,386,4.12,0.34,2.064,1.059
6466,2,0.69932,1.29E-05,8.00E-03,2.62E-03,1.0590523,2.47E-01,31.81,6.93E+01,2.29,4.08E+00,1.906,6.24E-01,3.98E+03,8.46E+02,8529,366,4.07,0.29,2.183,0.909
6467,1,5.6959,1.34E-06,6.62E-02,1.36E-03,12.892061,1.28E+00,89.46,3.67E+00,3.575,4.43E-02,6.786,1.40E-01,1.04E+03,2.12E+02,6106,222,4.5,0.29,0.94,0.375
6468,1,11.991,0.00E+00,5.00E-01,0.00E+00,39.171615,0.00E+00,89.85,0.00E+00,3.5,0.00E+00,61.65,0.00E+00,8.98E+02,0.00E+00,5988,193,4.27,0.21,1.13,0.371
6469,2,11.991,0.00E+00,5.00E-01,0.00E+00,45.70032,0.00E+00,89.87,0.00E+00,3,0.00E+00,61.65,0.00E+00,8.98E+02,0.00E+00,5988,193,4.27,0.21,1.13,0.371
6470,3,11.9905,0.00E+00,1.85E-01,0.00E+00,7.2086054,0.00E+00,89.21,0.00E+00,15,0.00E+00,22.77,0.00E+00,8.98E+02,0.00E+00,5988,193,4.27,0.21,1.13,0.371
6471,4,11.9905,0.00E+00,1.58E-01,0.00E+00,7.0472048,0.00E+00,89.19,0.00E+00,15,0.00E+00,19.52,0.00E+00,8.98E+02,0.00E+00,5988,193,4.27,0.21,1.13,0.371
6472,1,0.546331,8.91E-06,4.87E-03,1.37E-03,1.3006376,8.55E-01,46.05,5.69E+01,1.417,1.26E+00,0.6519,1.83E-01,2.74E+03,4.56E+02,6305,181,4.22,0.21,1.226,0.402
6473,1,0.941812,6.94E-06,1.20E-02,1.94E-03,1.5029395,7.43E-01,53.12,3.01E+01,2.197,6.42E-01,1.493,2.42E-01,2.20E+03,4.87E+02,6419,223,4.33,0.27,1.142,0.499
6474,2,0.777149,1.16E-05,8.20E-03,6.50E-03,2.3723501,8.18E+00,87.74,1.09E+03,2.512,1.75E+00,1.022,8.10E-01,2.35E+03,5.19E+02,6419,223,4.33,0.27,1.142,0.499
6475,3,0.777045,0.00E+00,1.94E-02,0.00E+00,3.0109459,0.00E+00,88.1,0.00E+00,2,0.00E+00,2.412,0.00E+00,2.35E+03,0.00E+00,6419,223,4.33,0.27,1.142,0.499
6476,1,1.39137,1.53E-05,4.44E-03,1.50E-03,2.504948,4.20E+00,77.45,8.25E+01,3.582,1.13E+00,0.9886,3.35E-01,2.84E+03,7.73E+02,7673,296,4.04,0.31,2.042,1.099
6477,2,3.12943,3.00E-05,5.97E-03,1.38E-03,1.6380563,1.38E+00,64.7,6.07E+01,10.54,4.99E+00,1.852,4.27E-01,2.51E+03,4.00E+02,7585,309,3.78,0.26,2.842,0.876
6478,1,1.61171,5.91E-05,3.15E-03,6.06E-03,1.0885086,1.93E+00,87.74,1.41E+04,11.34,1.09E+02,0.7036,1.35E+00,2.54E+03,7.46E+02,7187,337,4.04,0.34,2.044,1.187
6479,1,24.504,3.80E-04,9.65E-03,1.28E-02,28.71309,1.45E+02,90,7.70E+04,6.582,4.48E-01,0.979,1.30E+00,5.77E+02,1.93E+02,5341,173,4.42,0.41,0.93,0.618
6480,1,414.677,8.03E-03,1.70E-02,1.37E-02,258.79065,1.22E+03,89.97,6.65E+00,12.3,2.01E+00,3.222,2.59E+00,3.74E+02,1.18E+02,7177,367,4.13,0.36,1.739,1.083
6481,2,614.549,3.53E-02,2.18E-02,8.95E-03,189.96845,8.90E+01,89.71,1.48E-01,9.294,2.11E+00,94.6,3.88E+01,9.03E+02,8.02E+01,4102,106,1.4,0.03,39.68,6.737
6482,3,502.106,8.13E-03,1.51E-02,9.15E-03,285.5865,5.44E+02,89.88,6.67E-01,11.19,7.97E-01,65.28,3.96E+01,9.66E+02,8.57E+01,4102,106,1.4,0.03,39.68,6.737
6483,1,220.718,4.47E-03,2.92E-02,3.94E-02,214.86134,1.08E+03,89.89,3.22E+00,7.371,2.40E+00,2.221,3.00E+00,2.35E+02,2.28E+01,5139,201,4.63,0.1,0.698,0.124
6484,1,8.07722,1.03E-04,7.67E-03,6.58E-03,10.323065,4.50E+01,87.82,6.26E+01,5.549,2.96E-01,0.7067,6.06E-01,8.92E+02,1.86E+02,6119,184,4.56,0.31,0.844,0.349
6485,1,1.67678,2.57E-05,1.60E-02,1.21E-03,1.0067434,1.85E-03,10.93,7.04E-01,2.986,9.37E-02,0.8819,6.69E-02,9.32E+02,4.85E+01,4410,138,4.74,0.06,0.506,0.042
6486,1,0.744872,1.26E-05,5.02E-03,3.53E-03,2.6916394,8.93E+00,87.9,8.33E+02,2.114,1.07E+00,0.7312,5.15E-01,2.60E+03,7.14E+02,6658,221,4.26,0.31,1.336,0.729
6487,1,1.99563,1.47E-05,4.03E-03,5.12E-04,3.1838076,1.96E+00,77.29,1.72E+01,3.444,2.49E-01,1.143,1.45E-01,2.58E+03,5.83E+02,6763,225,3.76,0.4,2.6,1.163
6488,1,1.07683,2.03E-05,2.54E-03,5.29E-03,2.3781707,2.07E+01,87.5,2.46E+03,3.449,6.36E+00,0.9985,2.08E+00,3.80E+03,7.45E+02,7217,288,3.59,0.31,3.599,1.382
6489,2,3.461,2.06E-05,5.46E-03,1.47E-03,2.4563015,3.20E+00,82.98,1.21E+02,10.33,2.51E+00,0.9188,2.48E-01,1.79E+03,4.37E+02,7143,239,4.15,0.27,1.542,0.746
6490,3,3.46095,1.93E-05,5.78E-03,3.13E-03,2.8441955,7.91E+00,88.18,7.08E+02,9.312,3.37E+00,0.9721,5.26E-01,1.79E+03,4.37E+02,7143,239,4.15,0.27,1.542,0.746
6491,4,37.3812,3.46E-04,1.37E-02,1.57E-02,119.64212,7.93E+02,89.94,2.42E+01,2.399,4.11E-01,2.299,2.64E+00,8.09E+02,1.98E+02,7143,239,4.15,0.27,1.542,0.746
6492,1,250.571,1.69E-03,1.53E-01,1.51E-01,144.50954,2.16E+01,89.61,1.44E-01,7.736,2.76E-01,98.7,9.69E+01,5.54E+02,7.30E+01,5087,165,3.18,0.03,5.899,1.509
6493,1,3.94515,2.81E-05,5.50E-03,1.20E-03,3.7336222,4.35E+00,81.98,3.67E+01,6.944,5.41E-01,1.343,2.93E-01,2.12E+03,3.48E+02,7556,306,3.9,0.26,2.237,0.711
6494,2,3.94534,2.71E-05,5.72E-03,3.63E-03,3.4053227,1.17E+01,89.89,9.53E+03,8.901,2.58E+00,1.396,8.86E-01,2.12E+03,3.48E+02,7556,306,3.9,0.26,2.237,0.711
6495,3,1.97286,1.42E-05,5.44E-03,1.83E-03,2.5842755,4.34E+00,83.2,1.43E+02,5.586,1.56E+00,1.328,4.47E-01,2.67E+03,4.38E+02,7556,306,3.9,0.26,2.237,0.711
6496,4,1.31559,1.92E-05,7.94E-03,5.86E-04,1.0000009,1.47E-03,27.07,1.06E+01,4.747,1.57E+00,1.939,1.43E-01,3.06E+03,5.02E+02,7556,306,3.9,0.26,2.237,0.711
6497,2,1.09996,8.31E-06,8.75E-03,2.50E-03,2.4076727,3.49E+00,87.62,4.18E+02,3.503,9.69E-01,1.887,5.40E-01,2.94E+03,6.26E+02,7279,311,4.01,0.24,1.977,0.825
6498,3,348.241,3.73E-03,3.39E-02,5.97E-02,782.26122,8.08E+03,89.98,3.01E+00,3.41,2.50E+00,7.322,1.29E+01,4.31E+02,9.18E+01,7279,311,4.01,0.24,1.977,0.825
6499,4,1.01712,0.00E+00,1.28E-02,0.00E+00,3.1324831,0.00E+00,88.17,0.00E+00,2.5,0.00E+00,2.761,0.00E+00,3.02E+03,0.00E+00,7279,311,4.01,0.24,1.977,0.825
6500,1,2.27298,1.78E-05,9.36E-03,8.61E-03,2.9421037,1.28E+01,85.09,3.82E+02,5.769,2.85E+00,1.318,1.21E+00,1.73E+03,5.04E+02,6661,318,4.34,0.34,1.29,0.741
6501,2,2.273,2.48E-05,7.96E-03,1.15E-02,2.6275704,1.74E+01,87.94,1.79E+03,6.632,6.84E+00,1.121,1.62E+00,1.73E+03,5.04E+02,6661,318,4.34,0.34,1.29,0.741
6502,1,134.253,5.53E-04,2.66E-02,8.98E-03,111.2814,1.66E+02,89.86,2.80E+00,9.112,7.52E-01,3.481,1.18E+00,3.93E+02,3.25E+01,5818,120,4.28,0.13,1.2,0.192
6503,1,0.959861,2.33E-06,6.94E-03,1.25E-03,3.633566,2.95E+00,85.25,4.61E+01,1.939,1.13E-01,1.252,2.26E-01,2.47E+03,5.56E+02,6061,213,4.03,0.32,1.653,0.736
6504,1,1.26964,2.26E-05,3.07E-03,4.38E-03,1.9565658,1.29E+01,89.26,1.04E+04,4.971,1.15E+01,0.9694,1.38E+00,3.89E+03,6.33E+02,8806,361,3.81,0.27,2.89,0.91
6505,1,49.5385,2.23E-04,2.87E-02,1.14E-02,110.66046,2.06E+02,89.54,1.10E+00,1.806,7.33E-01,2.388,9.48E-01,4.42E+02,9.83E+01,5692,174,4.58,0.27,0.762,0.336
6506,3,5.26852,4.07E-05,1.47E-02,7.30E-03,8.6503622,2.43E+01,86.54,3.63E+01,4.049,3.09E-01,2.987,1.48E+00,1.60E+03,4.93E+02,6967,328,4.09,0.35,1.863,1.132
6507,1,1.68127,2.60E-05,5.66E-03,1.53E-05,1.0049345,1.01E-03,11.32,9.88E-01,2.568,1.63E-01,1.008,2.72E-03,2.29E+03,5.45E+02,6985,288,4.09,0.25,1.631,0.763
6508,1,19.7417,0.00E+00,1.68E-01,0.00E+00,70.221586,0.00E+00,89.92,0.00E+00,2.5,0.00E+00,29.72,0.00E+00,9.24E+02,0.00E+00,6508,187,4.14,0.32,1.618,0.929
6509,1,0.6044,6.78E-06,2.03E-02,9.51E-03,3.2562702,5.44E+00,83.42,8.74E+01,1.347,1.43E-01,1.192,5.58E-01,1.15E+03,7.10E+01,3842,100,4.73,0.06,0.538,0.06
6510,2,0.802339,1.33E-05,5.67E-03,1.11E-02,1.9131888,1.58E+01,89.89,9.13E+04,3.222,9.78E+00,1.671,3.28E+00,3.99E+03,6.31E+02,8079,333,3.89,0.22,2.699,0.825
6511,1,1.89119,4.16E-05,4.64E-03,1.59E-03,1.2507717,9.78E-01,38.91,6.42E+01,2.877,3.08E+00,0.5689,1.94E-01,1.77E+03,4.37E+02,6689,231,4.39,0.31,1.123,0.55
6512,2,1.89182,2.09E-05,5.30E-03,2.50E-03,2.4132481,5.21E+00,81.39,1.70E+02,5.618,2.42E+00,0.6495,3.07E-01,1.77E+03,4.37E+02,6689,231,4.39,0.31,1.123,0.55
6513,1,3.66497,1.40E-07,3.37E-01,1.39E-04,8.9808709,8.14E-03,87.16,1.29E-02,3.93,2.28E-03,36.28,1.49E-02,1.18E+03,2.30E+02,5726,193,4.4,0.25,0.987,0.377
6514,2,3.66497,1.61E-06,8.82E-02,4.71E-04,5.0759632,7.05E-02,80.26,1.88E-01,3.688,2.42E-02,9.494,5.07E-02,1.18E+03,2.30E+02,5726,193,4.4,0.25,0.987,0.377
6515,3,286.023,6.33E-03,4.05E-02,2.33E-02,228.49604,5.47E+02,89.87,1.19E+00,8.697,2.34E+00,4.365,2.51E+00,2.77E+02,5.37E+01,5726,193,4.4,0.25,0.987,0.377
6516,1,4.31176,2.51E-05,6.99E-03,3.76E-03,2.7291077,6.95E+00,87.9,6.19E+02,12.09,4.33E+00,2.446,1.31E+00,2.09E+03,4.52E+02,6626,201,3.68,0.35,3.206,1.374
6517,1,3.72282,8.58E-05,7.03E-03,5.36E-04,1.1632387,9.39E-02,32.09,8.24E+00,5.068,6.69E-01,0.7963,6.08E-02,1.29E+03,2.54E+02,6200,191,4.39,0.27,1.038,0.404
6518,1,3.72295,4.62E-05,7.15E-03,3.48E-03,2.3022535,4.10E+00,74.28,8.46E+01,9.767,3.61E+00,0.3743,1.82E-01,5.91E+02,3.91E+01,3723,81,4.77,0.06,0.48,0.06
6519,1,3.72284,0.00E+00,1.01E-01,0.00E+00,2.9697947,0.00E+00,88.07,0.00E+00,10.5,0.00E+00,28.56,0.00E+00,1.73E+03,0.00E+00,5425,283,3.68,0.51,2.592,1.31
6520,2,3.72281,1.91E-06,1.54E-01,6.19E-04,2.8052055,9.26E-03,77.38,1.21E-01,9.915,1.64E-02,43.57,1.75E-01,1.73E+03,4.47E+02,5425,283,3.68,0.51,2.592,1.31
6521,2,11.667,8.38E-05,1.04E-02,3.06E-03,5.127411,8.39E+00,86.65,6.35E+01,16.77,5.03E-01,4.017,1.18E+00,1.76E+03,3.14E+02,7594,311,3.65,0.27,3.544,1.228
6522,3,1.9445,2.22E-05,6.56E-03,1.27E-03,1.1300206,2.87E-01,39.41,4.35E+01,6.586,5.68E+00,2.538,4.91E-01,3.20E+03,5.70E+02,7594,311,3.65,0.27,3.544,1.228
6523,4,11.6669,1.75E-04,1.10E-02,7.43E-04,2.3121739,5.58E-01,67.27,7.98E+00,18.23,2.46E+00,4.263,2.87E-01,1.76E+03,3.14E+02,7594,311,3.65,0.27,3.544,1.228
6524,1,0.82996,7.88E-06,4.91E-03,6.04E-04,2.5546273,1.32E+00,74.03,1.88E+01,1.782,1.60E-01,0.8416,1.04E-01,2.66E+03,8.32E+02,6661,311,4.18,0.35,1.572,0.973
6525,2,1.6599,1.19E-05,4.87E-03,7.43E-04,4.2594992,2.99E+00,80.54,1.41E+01,2.147,1.06E-01,0.8356,1.27E-01,2.11E+03,6.60E+02,6661,311,4.18,0.35,1.572,0.973
6526,1,2.9954,2.66E-07,5.54E-01,2.49E-02,4.8073331,2.92E-02,81.48,4.52E-01,6.573,9.64E-03,117.2,5.27E+00,1.79E+03,3.83E+02,5949,203,3.89,0.4,1.94,0.818
6527,1,0.64756,1.29E-05,8.03E-03,6.76E-03,1.2723866,2.37E+00,45.9,1.79E+02,1.873,5.08E+00,0.7421,6.25E-01,2.16E+03,4.69E+02,6257,202,4.51,0.3,0.847,0.364
6528,1,5.24391,1.03E-04,7.58E-03,2.16E-02,4.1263526,5.32E+01,88.49,1.76E+03,9.725,6.36E+00,0.7874,2.25E+00,1.06E+03,2.29E+02,6022,213,4.49,0.3,0.952,0.404
6529,1,5.24355,7.34E-05,1.01E-02,1.01E-02,5.3537074,2.79E+01,83.42,9.41E+01,6.006,4.19E-01,0.9483,9.54E-01,1.06E+03,2.26E+02,6212,202,4.54,0.31,0.862,0.363
6530,1,5.24382,9.55E-05,9.75E-03,1.31E-02,4.8847682,1.92E+01,87.87,2.70E+02,8.146,1.30E+00,0.7331,9.86E-01,7.44E+02,3.98E+01,4634,139,4.6,0.04,0.689,0.061
6531,1,11.991,1.22E-05,8.94E-02,2.62E-02,7.3239092,4.37E-01,82.15,7.89E-01,5.407,4.22E-02,10.45,3.07E+00,8.80E+02,1.60E+02,6110,199,4.35,0.25,1.072,0.384
6532,2,11.991,1.33E-05,8.55E-02,2.74E-02,6.9353583,4.58E-01,81.71,1.57E-01,5.576,2.82E+00,9.996,3.20E+00,8.80E+02,1.60E+02,6110,199,4.35,0.25,1.072,0.384
6533,1,0.594335,1.13E-05,5.98E-03,1.26E-03,1.6418517,1.29E+00,56.75,4.08E+01,1.241,5.07E-01,2.112,4.44E-01,4.87E+03,8.24E+02,8117,327,3.72,0.26,3.237,1.064
6534,1,3.77645,4.82E-05,7.56E-03,8.49E-03,2.2526064,9.82E+00,84.03,5.90E+02,12.55,1.26E+01,0.7271,8.16E-01,1.14E+03,2.24E+02,5968,174,4.53,0.28,0.881,0.342
6535,1,1.62081,7.47E-08,2.74E-01,1.34E-04,3.4635941,2.13E-03,81.79,2.13E-02,4.197,1.59E-03,35.2,1.72E-02,1.73E+03,3.21E+02,5757,168,4.21,0.26,1.177,0.43
6536,1,0.844754,5.46E-06,1.44E-02,4.66E-03,3.3196649,4.37E+00,76.88,3.25E+01,1.32,9.21E-02,1.442,4.66E-01,1.86E+03,3.83E+02,5705,177,4.45,0.27,0.915,0.372
6537,1,7.51757,6.76E-05,1.08E-02,1.70E-02,21.593162,1.50E+02,89.24,6.45E+01,2.577,3.71E-01,0.8398,1.33E+00,7.80E+02,1.01E+02,5451,187,4.6,0.14,0.714,0.178
6538,1,5.32661,1.37E-05,2.44E-02,8.77E-03,8.8338415,1.39E+01,85.47,1.49E+01,3.452,4.03E-01,2.454,8.82E-01,1.01E+03,2.19E+02,5831,196,4.52,0.3,0.921,0.395
6539,2,8.128,6.36E-05,1.72E-02,1.35E-02,11.952494,4.15E+01,86.6,2.38E+01,3.794,7.16E-01,1.732,1.35E+00,8.75E+02,1.90E+02,5831,196,4.52,0.3,0.921,0.395
6540,3,2.83675,2.16E-05,1.16E-02,1.13E-02,6.3909442,2.68E+01,85.49,7.71E+01,2.976,1.98E-01,1.164,1.14E+00,1.24E+03,2.70E+02,5831,196,4.52,0.3,0.921,0.395
6541,1,14.154,3.28E-07,3.92E-01,1.13E-02,23.079966,1.23E-02,87.52,2.13E-01,4.537,4.86E-01,44.36,1.28E+00,7.77E+02,7.49E+01,5850,123,4.4,0.15,1.037,0.195
6542,1,1.22583,1.21E-05,5.21E-03,1.12E-03,2.362637,2.28E+00,77.78,5.60E+01,3.456,6.98E-01,0.7179,1.55E-01,2.23E+03,3.99E+02,6757,215,4.24,0.22,1.263,0.444
6543,1,0.774025,9.31E-06,2.14E-03,2.25E-03,2.3381948,1.23E+01,87.1,1.33E+03,2.517,2.92E+00,0.4084,4.29E-01,3.23E+03,1.33E+03,7810,330,4.2,0.46,1.749,1.433
6544,1,1.35478,3.76E-06,1.88E-02,8.26E-03,5.4787128,6.96E+00,82.61,1.98E+01,1.39,4.90E-02,1.398,6.15E-01,1.10E+03,5.23E+01,4413,149,4.63,0.04,0.683,0.046
6545,1,0.635335,7.35E-06,1.26E-02,7.07E-03,1.8123465,3.61E+00,67.27,1.20E+02,1.959,1.48E+00,2.271,1.28E+00,2.86E+03,6.52E+02,6072,191,4.01,0.33,1.654,0.748
6546,2,0.635343,8.49E-06,1.25E-02,8.22E-03,1.7762361,4.06E+00,67.04,1.45E+02,2.017,1.87E+00,2.256,1.48E+00,2.86E+03,6.52E+02,6072,191,4.01,0.33,1.654,0.748
6547,1,2.7348,6.62E-05,1.61E-02,1.31E-03,1.0157551,2.28E-03,14.05,1.15E+00,5.1,2.26E-01,4.171,3.39E-01,2.25E+03,4.37E+02,6877,280,3.85,0.32,2.377,0.905
6548,2,359.431,3.30E-03,1.41E-01,7.33E-02,54.028056,4.41E+00,88.94,1.71E-01,27.91,2.56E+00,90.67,4.72E+01,4.91E+02,6.48E+01,5087,165,3.18,0.03,5.899,1.509
6549,3,359.414,2.87E-03,1.89E-01,6.91E-02,60.981485,2.67E+00,89.06,1.59E-01,28.93,1.85E+00,121.4,4.45E+01,4.91E+02,6.48E+01,5087,165,3.18,0.03,5.899,1.509
6550,1,3.7619,9.28E-06,2.03E-02,1.14E-02,8.0524551,1.83E+01,86.43,3.30E+01,3.171,2.30E-01,2.102,1.18E+00,1.12E+03,2.24E+02,5653,162,4.47,0.28,0.949,0.376
6551,1,2.9403,4.09E-06,2.25E-02,6.69E-03,6.8372069,7.74E+00,84.54,1.50E+01,2.593,1.34E-01,2.59,7.70E-01,1.26E+03,1.03E+02,5527,103,4.38,0.12,1.054,0.169
6552,1,19.0373,7.76E-05,1.94E-02,9.27E-03,32.059609,8.09E+01,88.78,6.64E+00,3.431,5.71E-01,2.143,1.03E+00,7.45E+02,1.53E+02,6258,211,4.42,0.28,1.013,0.41
6553,1,0.594714,1.87E-05,1.28E-03,1.80E-04,2.8250213,9.84E-01,79.16,1.49E+01,1.365,8.60E-02,0.4328,6.06E-02,4.96E+03,7.44E+02,8452,359,3.76,0.22,3.092,0.889
6554,2,0.594528,1.20E-05,1.79E-03,1.71E-04,1.3956916,2.34E-01,49.82,1.20E+01,1.428,2.54E-01,0.6049,5.77E-02,4.96E+03,7.44E+02,8452,359,3.76,0.22,3.092,0.889
6555,1,1.37781,2.61E-04,1.56E-03,1.27E-03,1.0013172,1.22E-02,24.58,1.36E+02,4.385,2.24E+01,0.3605,2.93E-01,2.74E+03,5.25E+02,7100,282,3.96,0.24,2.117,0.794
6556,1,0.556252,1.70E-05,4.97E-03,1.43E-03,1.4446319,1.25E+00,53.26,6.13E+01,1.509,1.13E+00,0.8274,2.39E-01,3.21E+03,1.14E+03,7179,285,4.22,0.39,1.527,1.076
6557,2,0.556286,1.88E-05,4.85E-03,5.09E-03,1.0001028,1.86E-02,51.26,4.59E+02,3.341,2.10E+01,0.8084,8.48E-01,3.21E+03,1.14E+03,7179,285,4.22,0.39,1.527,1.076
6558,3,1.34683,0.00E+00,1.03E-02,0.00E+00,2.0688522,0.00E+00,87.23,0.00E+00,5,0.00E+00,1.722,0.00E+00,2.39E+03,0.00E+00,7179,285,4.22,0.39,1.527,1.076
6559,1,0.659642,4.34E-06,1.25E-02,1.57E-03,1.0000006,2.80E-03,25.87,2.17E+01,2.34,1.57E+00,4.414,5.54E-01,4.58E+03,8.96E+02,7877,307,3.71,0.31,3.225,1.235
6560,1,7.21701,1.10E-07,3.71E-01,2.40E-03,12.933056,2.69E-03,86.01,1.68E-02,4.407,8.68E-04,49.07,3.17E-01,1.10E+03,2.03E+02,6047,174,4.25,0.22,1.211,0.443
6561,2,7.21701,1.23E-07,3.58E-01,3.51E-03,12.357556,3.09E-03,85.61,2.44E-02,4.342,9.52E-04,47.28,4.64E-01,1.10E+03,2.03E+02,6047,174,4.25,0.22,1.211,0.443
6562,1,0.687418,1.55E-05,5.93E-03,1.11E-03,1.4858466,7.64E-01,61.89,4.59E+01,2.553,1.05E+00,1.409,2.65E-01,3.55E+03,8.02E+02,7299,314,3.97,0.26,2.178,0.967
6563,2,0.687431,8.31E-06,7.66E-03,2.14E-03,2.445302,3.21E+00,82.95,1.23E+02,2.066,5.05E-01,1.82,5.08E-01,3.55E+03,8.02E+02,7299,314,3.97,0.26,2.178,0.967
6564,1,14.0325,2.38E-04,1.63E-02,3.24E-03,7.40008,7.11E+00,83.02,8.39E+00,6.855,9.32E-01,1.78,3.54E-01,7.83E+02,1.60E+02,6063,226,4.47,0.28,1.001,0.402
6565,1,471.889,1.15E-02,2.43E-02,2.29E-02,250.7509,1.13E+03,90,5.66E+02,14.73,3.32E+00,2.751,2.59E+00,2.51E+02,5.75E+01,6184,212,4.45,0.3,1.038,0.47
6566,1,29.0726,1.07E-04,1.93E-02,1.54E-02,89.66512,3.19E+02,89.99,1.35E+02,2.524,2.78E-01,2.197,1.75E+00,6.15E+02,1.12E+02,5799,159,4.37,0.24,1.042,0.376
6567,1,1.71571,3.84E-05,2.87E-03,2.52E-04,1.0071729,6.02E-03,15.34,6.47E+00,3.249,1.21E+00,0.9065,7.95E-02,3.52E+03,5.87E+02,8806,371,3.81,0.27,2.89,0.933
6568,3,1.89201,1.75E-05,6.80E-03,3.76E-03,1.9837384,4.59E+00,75.38,1.74E+02,6.364,4.75E+00,0.8332,4.60E-01,1.77E+03,4.37E+02,6689,231,4.39,0.31,1.123,0.55
