loc_rowid,tce_plnt_num,tce_period,tce_period_err,tce_ror,tce_ror_err,tce_dor,tce_dor_err,tce_incl,tce_incl_err,tce_duration,tce_duration_err,tce_prad,tce_prad_err,tce_eqt,tce_eqt_err,tce_steff,tce_steff_err,tce_slogg,tce_slogg_err,tce_sradius,tce_sradius_err
8936,1,0.855913,5.19E-06,1.02E-02,3.79E-03,3.1676023,4.53E+00,80.52,5.47E+01,1.786,2.31E-01,0.8479,3.14E-01,1.66E+03,2.76E+02,5437,188,4.54,0.23,0.759,0.247
8937,2,0.855905,6.17E-06,9.37E-03,4.01E-03,3.568129,6.04E+00,82.19,6.07E+01,1.622,1.90E-01,0.7763,3.32E-01,1.66E+03,2.76E+02,5437,188,4.54,0.23,0.759,0.247
8938,1,0.568201,1.16E-05,4.02E-03,1.91E-03,2.7745588,6.39E+00,83.79,1.82E+02,1.499,4.90E-01,1.241,5.91E-01,4.62E+03,8.18E+02,7956,307,3.79,0.28,2.831,0.978
8939,2,0.56822,8.96E-06,4.94E-03,7.91E-04,2.2071083,1.49E+00,71.3,2.96E+01,1.404,2.36E-01,1.526,2.44E-01,4.62E+03,8.18E+02,7956,307,3.79,0.28,2.831,0.978
8940,3,0.525874,1.49E-05,4.53E-03,2.44E-03,1.0238002,1.60E-01,25.35,9.10E+01,1.535,4.85E+00,1.401,7.53E-01,4.74E+03,8.39E+02,7956,307,3.79,0.28,2.831,0.978
8941,1,0.566704,9.69E-06,5.66E-03,2.93E-03,2.1542203,3.07E+00,87.34,4.88E+02,2.011,7.83E-01,7.692,3.99E+00,5.67E+03,9.30E+02,5025,211,2.7,0.03,12.46,3.951
8942,1,1.89779,6.44E-06,1.21E-02,3.12E-03,2.6201586,3.09E+00,69.89,3.16E+01,2.552,1.42E-01,1.184,3.06E-01,1.47E+03,2.98E+02,5975,168,4.48,0.28,0.9,0.361
8943,2,5.02819,1.97E-05,1.27E-02,7.54E-03,9.9602612,2.90E+01,87.16,3.45E+01,3.411,2.03E-01,1.245,7.41E-01,1.06E+03,2.15E+02,5975,168,4.48,0.28,0.9,0.361
8944,3,3.28278,1.41E-05,1.08E-02,5.75E-03,7.357802,1.90E+01,87.34,6.04E+01,3.242,1.06E-01,1.057,5.65E-01,1.23E+03,2.48E+02,5975,168,4.48,0.28,0.9,0.361
8945,1,1.05234,1.59E-05,1.39E-02,1.73E-02,1.7737501,8.75E+00,66.76,3.08E+02,3.324,6.49E+00,2.518,3.15E+00,2.60E+03,8.07E+02,6873,307,4.14,0.35,1.665,1.024
8946,2,0.944114,1.45E-05,2.16E-02,1.83E-03,1.0526157,1.73E-02,22.25,3.56E+00,2.107,1.68E-01,3.931,3.33E-01,2.69E+03,8.36E+02,6873,307,4.14,0.35,1.665,1.024
8947,3,0.944135,1.09E-05,2.68E-02,1.78E-03,1.041108,7.82E-03,20.99,2.02E+00,2.292,1.15E-01,4.87,3.24E-01,2.69E+03,8.36E+02,6873,307,4.14,0.35,1.665,1.024
8948,1,4.42156,7.88E-06,2.45E-02,1.24E-02,14.502511,2.02E+01,87.81,1.02E+01,2.007,1.15E-01,1.842,9.32E-01,7.27E+02,2.23E+01,4295,93,4.61,0.02,0.69,0.03
8949,1,0.623508,1.36E-05,3.59E-03,1.42E-03,1.2232888,9.11E-01,42.63,7.97E+01,1.729,2.50E+00,0.9085,3.61E-01,3.43E+03,7.82E+02,6356,211,3.81,0.4,2.322,1.047
8950,1,35.2332,2.31E-04,1.85E-02,6.09E-02,74.663077,1.10E+03,89.93,1.33E+02,3.659,2.00E+00,0.9361,3.08E+00,2.73E+02,2.13E+01,3688,73,4.79,0.08,0.463,0.07
8951,1,13.3749,3.34E-05,2.29E-02,1.25E-02,65.511375,1.34E+02,89.41,2.67E+00,1.192,1.79E-01,2.448,1.33E+00,7.22E+02,1.34E+02,5410,179,4.42,0.24,0.978,0.357
8952,2,13.3749,4.59E-05,1.90E-02,1.86E-02,62.543906,2.30E+02,89.74,1.22E+01,1.601,2.16E-01,2.029,1.98E+00,7.22E+02,1.34E+02,5410,179,4.42,0.24,0.978,0.357
8953,1,517.462,9.87E-03,1.39E-02,5.75E-03,226.58854,4.04E+02,89.83,6.70E-01,13.19,1.23E+00,2.554,1.06E+00,2.94E+02,5.79E+01,5902,180,4.05,0.28,1.689,0.658
8954,1,0.857696,1.49E-05,5.78E-03,3.92E-03,3.2645078,1.12E+01,88.25,6.65E+02,2.009,6.50E-01,0.9412,6.37E-01,2.62E+03,8.97E+02,6806,256,4.23,0.38,1.491,1.015
8955,1,4.13036,2.14E-05,1.59E-02,2.47E-02,13.744832,8.74E+01,89.81,6.00E+02,2.33,3.43E-01,1.393,2.16E+00,9.90E+02,2.11E+02,5487,202,4.57,0.27,0.803,0.337
8956,1,0.879852,1.31E-05,1.11E-02,7.61E-03,4.2422256,1.13E+01,81.94,6.39E+01,1.295,1.48E-01,1.063,7.27E-01,1.74E+03,2.82E+02,5650,160,4.55,0.24,0.876,0.279
8957,1,7.57594,6.27E-05,6.50E-03,1.27E-02,17.460881,1.35E+02,89.9,8.06E+02,3.334,1.90E-01,0.5481,1.07E+00,7.78E+02,1.26E+02,5366,168,4.59,0.19,0.773,0.245
8958,2,10.4315,7.21E-05,7.93E-03,6.60E-03,37.201009,1.22E+02,89.22,1.00E+01,1.866,1.56E-01,0.6687,5.57E-01,6.99E+02,1.13E+02,5366,168,4.59,0.19,0.773,0.245
8959,1,586.493,9.55E-03,1.59E-02,6.00E-03,253.09369,4.35E+02,89.88,7.23E-01,15.24,1.22E+00,2.171,8.20E-01,2.63E+02,7.79E+01,6318,193,4.27,0.31,1.252,0.737
8960,1,1.17153,2.64E-06,2.65E-02,4.15E-03,4.4763048,3.85E+00,78.42,1.27E+01,0.9913,1.59E-01,4.297,6.73E-01,2.39E+03,6.12E+02,7021,417,4.28,0.3,1.485,0.74
8961,2,6.94147,5.81E-05,1.60E-02,8.41E-03,4.4743594,1.27E+01,86.17,1.28E+02,11.51,5.86E-01,2.596,1.36E+00,1.32E+03,3.38E+02,7021,417,4.28,0.3,1.485,0.74
8962,3,6.94143,1.40E-04,1.05E-02,1.06E-02,3.3184938,1.75E+01,84.57,3.19E+02,15.35,6.18E+00,1.699,1.72E+00,1.32E+03,3.38E+02,7021,417,4.28,0.3,1.485,0.74
8963,4,1.38827,1.71E-05,1.08E-02,7.18E-03,1.3581926,2.44E+00,55.08,1.76E+02,5.044,9.77E+00,1.757,1.16E+00,2.26E+03,5.78E+02,7021,417,4.28,0.3,1.485,0.74
8964,2,5.08839,0.00E+00,3.00E-01,0.00E+00,16.795807,0.00E+00,89.66,0.00E+00,3,0.00E+00,26.33,0.00E+00,9.47E+02,0.00E+00,5635,160,4.57,0.26,0.804,0.315
8965,1,0.823966,1.57E-05,7.68E-03,1.11E-02,4.7576818,2.94E+01,86.45,2.64E+02,1.275,2.61E-01,0.2347,3.38E-01,7.47E+02,6.76E+01,3396,50,4.99,0.06,0.28,0.05
8966,1,0.924785,6.38E-06,8.87E-03,3.42E-03,2.6596864,4.45E+00,79.16,8.29E+01,2.328,5.67E-01,0.9382,3.61E-01,1.96E+03,3.92E+02,6140,196,4.46,0.28,0.969,0.382
8967,1,5.38205,5.31E-05,6.17E-03,4.18E-03,2.7230973,9.15E+00,87.56,7.06E+02,15.09,7.28E+00,0.9697,6.56E-01,1.42E+03,4.14E+02,6837,230,4.22,0.32,1.44,0.833
8968,2,15.0369,1.19E-04,2.41E-02,9.71E-03,24.331654,4.29E+01,87.9,4.67E+00,2.372,8.62E-01,1.396,5.62E-01,3.98E+02,2.03E+01,3854,76,4.72,0.06,0.53,0.05
8969,1,1.16831,8.14E-06,7.26E-03,2.58E-03,4.7783156,6.36E+00,81.72,2.42E+01,1.374,9.28E-02,0.8168,2.91E-01,1.69E+03,3.89E+02,5427,163,4.35,0.29,1.031,0.47
8970,1,5.6505,2.33E-07,6.29E-01,5.27E-03,9.6370202,1.38E-02,87.01,6.26E-02,6.938,2.21E-03,78.07,6.54E-01,1.16E+03,3.41E+02,6228,193,4.37,0.33,1.138,0.667
8971,1,0.920948,7.26E-06,2.37E-03,4.37E-04,3.3159367,3.24E+00,84.99,6.40E+01,2.036,1.97E-01,0.5571,1.03E-01,3.30E+03,1.09E+03,7687,307,4.04,0.38,2.154,1.415
8972,1,2.26447,8.97E-08,4.31E-01,1.05E-03,3.5386,9.48E-04,78.71,3.81E-02,6.121,1.50E-03,82.42,2.01E-01,2.10E+03,4.42E+02,6782,270,4.01,0.27,1.752,0.722
8973,1,118.653,3.17E-03,1.79E-02,1.97E-02,58.883753,2.22E+02,89.96,1.03E+02,15.66,1.86E+00,1.549,1.71E+00,2.99E+02,2.59E+01,5017,171,4.53,0.13,0.792,0.126
8974,1,0.514224,5.88E-05,2.93E-03,4.63E-03,1.1925851,2.32E+00,42.67,2.47E+02,1.604,7.43E+00,0.2843,4.50E-01,2.04E+03,5.22E+02,5296,187,4.44,0.35,0.89,0.451
8975,1,0.690382,4.70E-06,1.15E-02,3.92E-03,1.8764908,1.94E+00,61.32,4.33E+01,1.295,3.59E-01,0.9892,3.36E-01,1.73E+03,9.46E+02,5204,174,4.51,0.67,0.786,0.857
8976,2,3.12585,2.24E-05,7.87E-03,3.81E-03,7.452745,1.90E+01,83.57,2.39E+01,1.808,2.07E-01,1.024,4.96E-01,1.47E+03,4.52E+02,6354,252,4.32,0.33,1.192,0.725
8977,1,3.12583,3.64E-07,1.37E-01,1.30E-02,5.0047156,7.48E-02,78.48,3.97E-01,2.581,4.66E-03,17.47,1.66E+00,1.40E+03,4.44E+02,6140,198,4.36,0.35,1.171,0.738
8978,2,3.12582,8.69E-07,6.18E-02,7.95E-03,3.6181337,1.12E-01,74.09,7.07E-01,2.501,1.26E-02,7.9,1.02E+00,1.40E+03,4.44E+02,6140,198,4.36,0.35,1.171,0.738
8979,1,0.695742,1.20E-05,3.47E-03,2.52E-03,1.9651113,5.49E+00,80.49,3.35E+02,2.568,2.48E+00,0.4435,3.23E-01,2.41E+03,6.30E+02,6297,205,4.31,0.29,1.171,0.607
8980,1,3.69032,3.27E-06,2.03E-02,2.58E-03,21.818776,1.37E+01,88.28,2.53E+00,1.013,4.56E-02,2.339,2.97E-01,1.28E+03,2.76E+02,6120,192,4.39,0.28,1.054,0.449
8981,1,46.2705,2.35E-06,3.11E-01,1.46E-03,39.140747,2.31E-02,88.74,4.40E-03,8.917,3.03E-03,36.45,1.71E-01,5.73E+02,1.47E+02,6354,207,4.4,0.31,1.075,0.547
8982,1,459.276,4.30E-03,2.45E-02,1.01E-01,1217.5988,2.49E+04,89.99,3.96E+00,2.866,2.72E+00,4.221,1.74E+01,3.15E+02,8.70E+01,6312,242,4.11,0.28,1.581,0.864
8983,3,3.64267,5.25E-05,4.85E-03,4.68E-03,2.2489389,1.03E+01,89.67,1.14E+04,12.43,1.36E+01,1.226,1.18E+00,2.21E+03,5.20E+02,7855,306,3.98,0.28,2.314,1.074
8984,1,0.759369,1.34E-05,5.50E-03,4.29E-03,2.360094,8.30E+00,87.57,1.05E+03,2.459,1.82E+00,0.8094,6.31E-01,2.61E+03,8.19E+02,6762,253,4.28,0.35,1.348,0.841
8985,2,1.25675,1.07E-05,7.77E-03,6.28E-03,4.9674967,2.11E+01,89.44,1.06E+03,1.945,2.59E-01,1.143,9.24E-01,2.20E+03,6.93E+02,6762,253,4.28,0.35,1.348,0.841
8986,3,0.765775,0.00E+00,1.55E-02,0.00E+00,2.3648066,0.00E+00,87.58,0.00E+00,2.5,0.00E+00,2.283,0.00E+00,2.60E+03,0.00E+00,6762,253,4.28,0.35,1.348,0.841
8987,1,5.14067,6.33E-05,5.52E-03,3.83E-03,2.5026224,7.70E+00,84.61,3.56E+02,15.34,8.45E+00,0.792,5.50E-01,1.31E+03,4.38E+02,6461,263,4.28,0.36,1.315,0.871
8988,2,10.2752,1.22E-04,7.42E-03,1.61E-03,4.1936308,4.47E+00,80.97,2.32E+01,14.27,5.96E-01,1.065,2.30E-01,1.04E+03,3.47E+02,6461,263,4.28,0.36,1.315,0.871
8989,1,1.57782,0.00E+00,1.01E-02,0.00E+00,2.0192549,0.00E+00,87.16,0.00E+00,6,0.00E+00,1.631,0.00E+00,2.24E+03,0.00E+00,7048,245,4.19,0.3,1.481,0.8
8990,2,3.37425,3.23E-05,5.43E-03,4.12E-03,3.1065517,1.22E+01,88.17,8.16E+02,8.302,3.48E+00,0.8777,6.66E-01,1.74E+03,4.74E+02,7048,245,4.19,0.3,1.481,0.8
8991,3,0.748476,1.26E-05,8.12E-03,8.36E-03,2.171898,1.01E+01,82.06,5.18E+02,2.534,3.00E+00,2.764,2.84E+00,4.53E+03,7.86E+02,8321,347,3.76,0.28,3.118,1.049
8992,1,0.612757,1.16E-05,7.47E-03,3.06E-03,3.1087537,6.65E+00,86.27,2.18E+02,1.486,3.28E-01,2.303,9.45E-01,4.20E+03,6.56E+02,7530,312,3.83,0.24,2.826,0.852
8993,2,0.555658,6.84E-04,1.14E-03,2.00E-02,1.0055568,1.15E+00,69.48,1.68E+04,3.956,4.33E+02,0.3507,6.16E+00,4.34E+03,6.78E+02,7530,312,3.83,0.24,2.826,0.852
8994,3,0.748076,0.00E+00,1.77E-02,0.00E+00,2.8940036,0.00E+00,88.02,0.00E+00,2,0.00E+00,5.465,0.00E+00,3.93E+03,0.00E+00,7530,312,3.83,0.24,2.826,0.852
8995,1,3.16788,3.36E-06,2.69E-02,9.32E-03,9.7282077,1.50E+01,87.08,1.87E+01,2.237,1.91E-01,2.762,9.56E-01,1.22E+03,2.44E+02,5895,189,4.5,0.29,0.94,0.37
8996,1,0.522728,2.70E-01,9.25E-05,1.28E-01,1.105901,1.90E+02,40.02,3.78E+04,1.921,1.91E+03,0.02064,2.86E+01,3.51E+03,9.05E+02,6616,259,3.96,0.28,2.045,0.768
8997,1,0.727512,7.51E-06,3.49E-02,1.30E-02,1.0934133,6.00E-03,24.84,2.94E+00,1.495,1.34E-01,4.344,1.62E+00,2.17E+03,4.19E+02,5641,155,4.25,0.25,1.14,0.436
8998,2,0.726141,7.17E-06,2.09E-02,4.41E-03,1.8181714,1.16E+00,60.34,2.79E+01,1.473,1.62E-01,2.606,5.49E-01,2.17E+03,4.20E+02,5641,155,4.25,0.25,1.14,0.436
8999,1,0.535292,1.09E-02,2.43E-04,1.78E-02,1.9199803,5.45E+01,65.45,1.29E+03,1.285,3.82E+01,0.0285,2.08E+00,2.37E+03,4.98E+02,5902,185,4.38,0.27,1.073,0.446
9000,2,0.566701,1.04E-05,7.95E-03,2.53E-03,2.1112194,1.80E+00,81.83,9.99E+01,1.973,4.80E-01,10.82,3.44E+00,5.67E+03,9.30E+02,5025,211,2.7,0.03,12.46,3.951
9001,1,0.980398,8.32E-06,2.02E-03,1.49E-03,5.0489698,2.10E+01,88.96,5.36E+02,1.48,2.34E-01,0.3937,2.90E-01,2.94E+03,6.97E+02,7227,246,4.05,0.25,1.782,0.838
9002,1,119.021,1.09E-04,7.88E-02,1.07E-03,115.60029,6.63E+00,89.85,9.35E-02,8.137,7.99E-02,7.489,1.02E-01,3.49E+02,6.98E+01,5796,165,4.54,0.28,0.871,0.345
9003,1,357.058,2.48E-03,4.79E-02,8.21E-03,347.99001,2.46E+02,89.95,4.14E-01,7.905,5.54E-01,4.727,8.11E-01,2.42E+02,4.66E+01,5754,187,4.53,0.28,0.905,0.343
9004,4,7.66474,7.32E-05,9.84E-03,6.44E-03,14.410613,4.64E+01,87.88,2.43E+01,3.486,2.79E-01,0.9666,6.33E-01,9.24E+02,1.87E+02,5975,168,4.48,0.28,0.9,0.361
9005,1,0.514217,1.04E-05,5.36E-03,6.60E-04,1.9530138,9.68E-01,69.01,2.64E+01,1.453,2.43E-01,1.354,1.67E-01,4.12E+03,8.88E+02,7549,298,3.95,0.25,2.315,0.981
9006,1,0.652768,1.55E-05,1.07E-02,7.60E-03,2.3878604,3.79E+00,87.34,4.30E+02,2.098,7.52E-01,0.773,5.51E-01,1.29E+03,8.70E+01,4066,160,4.62,0.06,0.665,0.073
9007,1,9.34062,2.46E-04,7.39E-03,9.80E-03,5.0999981,3.54E+01,89.73,3.43E+03,14.09,2.77E+00,0.7014,9.31E-01,9.25E+02,1.90E+02,6481,212,4.5,0.3,0.87,0.352
9008,1,13.3309,2.84E-05,3.05E-02,4.80E-03,34.966904,2.47E+01,88.47,1.25E+00,1.274,3.06E-01,3.46,5.44E-01,8.15E+02,1.57E+02,5991,179,4.39,0.26,1.039,0.394
9009,1,3.5225,1.64E-07,9.44E-02,1.02E-04,6.9130976,3.17E-02,84.12,5.49E-02,3.249,4.52E-03,14.95,1.61E-02,1.52E+03,7.79E+01,6225,158,4.17,0.06,1.451,0.129
9010,1,0.969986,9.61E-06,2.11E-02,1.10E-03,1.0538877,9.17E-03,22.17,1.83E+00,2.111,8.95E-02,9.177,4.78E-01,4.18E+03,7.17E+02,7542,304,3.59,0.26,3.978,1.326
9011,2,0.970072,5.02E-06,3.27E-02,6.60E-04,1.0378904,2.54E-03,21.78,6.59E-01,2.648,4.17E-02,14.2,2.87E-01,4.18E+03,7.17E+02,7542,304,3.59,0.26,3.978,1.326
9012,1,459.24,6.92E-03,3.59E-02,2.69E-01,1108.5595,3.48E+04,90,5.71E+01,3.277,6.97E+00,3.476,2.61E+01,2.19E+02,4.60E+01,5678,155,4.53,0.3,0.888,0.369
9013,1,23.6752,5.67E-05,2.79E-02,1.82E-02,41.484767,1.02E+02,89.66,1.41E+01,4.353,5.61E-01,2.387,1.56E+00,5.27E+02,6.06E+01,5302,166,4.59,0.14,0.783,0.173
9014,1,340.521,4.16E-03,1.53E-02,9.67E-03,167.7349,5.18E+02,89.86,2.53E+00,14.34,1.65E+00,1.843,1.17E+00,2.90E+02,4.71E+01,5974,156,4.29,0.21,1.107,0.355
9015,1,28.1626,1.58E-06,2.66E-01,8.15E-03,58.008078,1.84E-01,89.08,1.53E-02,3.199,4.54E-03,22.09,6.77E-01,4.70E+02,4.43E+01,4936,147,4.54,0.73,0.761,0.136
9016,2,8.1193,6.84E-05,1.72E-02,2.73E-02,15.562438,9.99E+01,88.12,4.69E+01,3.507,7.95E-01,1.509,2.39E+00,7.90E+02,1.68E+02,5487,202,4.57,0.27,0.803,0.337
9017,1,459.322,3.60E-03,7.12E-02,6.27E-01,497.74831,8.79E+02,89.88,2.97E-01,2.708,2.22E+00,501.9,4.42E+03,1.15E+03,1.72E+02,3864,110,1.08,0.03,64.59,19.05
9018,1,0.535495,8.28E-04,4.81E-04,2.33E-03,2.2203894,1.14E+01,76.99,3.27E+02,1.597,3.12E+00,0.1592,7.70E-01,5.16E+03,9.30E+02,8572,361,3.78,0.3,3.034,1.063
9019,1,12.8159,1.80E-05,1.45E-02,1.21E-03,11.367426,4.27E+00,86.51,2.76E+00,6.387,1.05E-01,2.351,1.97E-01,9.46E+02,1.65E+01,5825,75,4.12,0.01,1.49,0.035
9020,1,200.8,6.06E-05,4.19E-01,5.07E-02,220.19251,5.90E-01,89.76,1.89E-02,7.622,1.50E-02,41.87,5.07E+00,3.03E+02,5.87E+01,5896,197,4.52,0.28,0.916,0.349
9021,1,1.04743,6.69E-06,4.60E-03,4.85E-04,3.0837333,1.49E+00,76.72,1.38E+01,1.848,1.08E-01,0.7913,8.33E-02,2.49E+03,8.53E+02,6767,314,4.2,0.39,1.575,1.071
9022,2,0.931004,1.22E-05,3.11E-03,3.86E-03,2.1952693,1.18E+01,88.63,3.39E+03,3.245,4.49E+00,0.5342,6.63E-01,2.59E+03,8.87E+02,6767,314,4.2,0.39,1.575,1.071
9023,1,0.54633,8.56E-06,7.73E-03,1.07E-03,1.4096064,5.07E-01,50.32,2.53E+01,1.342,4.24E-01,1.133,1.57E-01,2.79E+03,8.02E+02,6407,198,4.25,0.31,1.342,0.766
9024,2,0.545194,1.55E-05,7.26E-03,1.87E-03,1.3956819,9.19E-01,50.37,4.83E+01,1.406,8.70E-01,1.063,2.74E-01,2.79E+03,8.02E+02,6407,198,4.25,0.31,1.342,0.766
9025,1,0.599657,8.72E-06,5.20E-03,1.92E-03,1.9203871,3.18E+00,74.24,1.26E+02,2.05,1.22E+00,1.014,3.75E-01,3.55E+03,1.26E+03,7760,311,4.17,0.41,1.787,1.26
9026,2,0.599665,1.03E-05,5.95E-03,3.65E-03,1.1424734,1.09E+00,37.84,1.40E+02,1.784,5.20E+00,1.16,7.12E-01,3.55E+03,1.26E+03,7760,311,4.17,0.41,1.787,1.26
9027,1,0.522537,0.00E+00,2.50E-02,0.00E+00,2.036069,0.00E+00,87.18,0.00E+00,2,0.00E+00,2.146,0.00E+00,2.04E+03,0.00E+00,5718,162,4.58,0.24,0.787,0.298
9028,2,5.38218,4.70E-05,6.55E-03,3.38E-03,2.6809086,6.82E+00,85.37,2.92E+02,15.08,5.68E+00,1.029,5.32E-01,1.42E+03,4.14E+02,6837,230,4.22,0.32,1.44,0.833
9029,1,5.46543,3.28E-05,1.38E-02,1.83E-02,14.535546,8.16E+01,89.38,1.43E+02,2.877,3.30E-01,1.245,1.65E+00,9.29E+02,1.95E+02,5614,163,4.56,0.28,0.827,0.344
9030,1,3.66215,4.88E-05,5.05E-03,4.96E-03,2.7277566,1.26E+01,88.84,2.03E+03,10.29,7.05E+00,0.812,7.97E-01,1.60E+03,4.69E+02,6680,238,4.2,0.33,1.474,0.861
9031,1,35.1458,3.16E-05,1.08E-01,2.71E-02,70.499375,5.94E+00,89.23,1.07E-01,2.192,6.15E-02,9.192,2.32E+00,4.81E+02,9.70E+01,5437,213,4.55,0.24,0.783,0.31
9032,1,4.10273,3.52E-05,9.07E-03,2.99E-03,1.9272162,2.24E+00,74.93,9.14E+01,14.24,5.64E+00,0.9705,3.20E-01,1.17E+03,2.24E+02,5981,181,4.44,0.27,0.981,0.369
9033,1,1.24531,8.11E-06,1.15E-02,1.50E-02,5.1335278,3.03E+01,88.92,7.13E+02,1.866,2.29E-01,1.201,1.57E+00,1.70E+03,3.32E+02,5982,216,4.49,0.28,0.96,0.367
9034,1,21.993,4.59E-05,1.01E-01,4.32E-02,10.122922,8.21E-01,84.33,7.83E-01,7.635,2.92E-01,8.207,3.52E+00,5.24E+02,5.17E+01,5205,163,4.6,0.12,0.747,0.14
9035,1,2.51567,1.57E-05,7.71E-03,1.13E-03,1.5958383,9.05E-01,55.64,3.08E+01,5.441,1.62E+00,1.706,2.50E-01,2.32E+03,6.83E+02,7714,311,4.07,0.35,2.027,1.184
9036,2,5.03107,4.63E-05,6.29E-03,7.32E-03,8.0123591,5.53E+01,89.42,6.17E+02,4.811,2.86E-01,1.391,1.62E+00,1.84E+03,5.42E+02,7714,311,4.07,0.35,2.027,1.184
9037,3,5.03139,6.55E-05,6.44E-03,1.53E-03,2.4005602,3.00E+00,68.07,3.74E+01,7.32,1.28E+00,1.424,3.38E-01,1.84E+03,5.42E+02,7714,311,4.07,0.35,2.027,1.184
9038,1,12.3098,2.74E-05,1.72E-02,4.56E-03,16.252803,2.23E+01,88.85,1.51E+01,5.577,2.46E-01,3.18,8.45E-01,1.10E+03,1.27E+02,6366,123,4.04,0.14,1.697,0.386
9039,2,35.7344,2.32E-04,3.23E-02,7.92E-04,9.5682732,2.63E-01,84.23,1.72E-01,10.64,1.87E-01,5.988,1.47E-01,7.74E+02,8.93E+01,6366,123,4.04,0.14,1.697,0.386
9040,3,54.4339,2.97E-04,1.94E-02,3.40E-03,38.557894,3.42E+01,88.97,1.91E+00,8.068,5.13E-01,3.593,6.30E-01,6.73E+02,7.76E+01,6366,123,4.04,0.14,1.697,0.386
9041,1,11.4276,9.19E-06,2.04E-02,3.40E-03,19.514791,1.58E+01,89.67,2.15E+01,4.538,1.28E-01,2.24,3.73E-01,8.52E+02,7.95E+01,5979,121,4.39,0.15,1.005,0.183
9042,1,459.29,2.03E-02,1.71E-02,2.84E-01,2003.3154,1.63E+05,90,9.39E+01,1.781,5.55E+00,1.814,3.01E+01,2.44E+02,4.85E+01,6056,179,4.46,0.28,0.97,0.381
9043,2,378.91,6.63E-03,3.10E-02,4.05E-03,107.79953,1.81E+01,89.52,9.84E-02,13.29,8.14E-01,3.278,4.28E-01,2.60E+02,5.17E+01,6056,179,4.46,0.28,0.97,0.381
9044,1,2.36359,1.34E-05,7.33E-03,6.30E-04,1.2037375,1.53E-01,41.61,1.44E+01,6.787,1.73E+00,1.072,9.21E-02,1.71E+03,5.69E+02,6438,211,4.26,0.36,1.34,0.887
9045,2,2.36351,2.56E-05,9.58E-03,3.41E-04,1.0183323,1.37E-03,18.29,6.96E-01,5.152,1.62E-01,1.402,4.99E-02,1.71E+03,5.69E+02,6438,211,4.26,0.36,1.34,0.887
9046,1,0.595209,3.13E-06,2.44E-02,1.35E-03,1.0001176,3.70E-03,30.44,1.06E+01,2.515,6.36E-01,3.441,1.90E-01,2.77E+03,8.25E+02,6735,255,4.31,0.34,1.291,0.762
9047,2,0.69604,1.58E-05,1.76E-02,2.71E-02,2.5936843,1.85E+01,89.84,2.61E+04,2.086,2.11E+00,2.473,3.82E+00,2.63E+03,7.83E+02,6735,255,4.31,0.34,1.291,0.762
9048,3,0.696049,0.00E+00,1.78E-02,0.00E+00,2.6929134,0.00E+00,87.87,0.00E+00,2,0.00E+00,2.506,0.00E+00,2.63E+03,0.00E+00,6735,255,4.31,0.34,1.291,0.762
9049,1,7.36182,1.37E-05,2.93E-02,1.06E-02,3.1342322,3.02E-01,71.48,2.17E+00,4.683,6.47E-02,6.251,2.26E+00,1.34E+03,1.52E+02,6227,119,3.99,0.14,1.958,0.437
9050,2,3.68087,2.20E-05,6.25E-03,6.29E-03,12.623839,6.28E+01,88.95,9.89E+01,2.182,1.26E-01,1.336,1.35E+00,1.69E+03,1.92E+02,6227,119,3.99,0.14,1.958,0.437
9051,3,3.3741,3.08E-05,5.81E-03,3.72E-03,2.1032326,6.02E+00,87.27,1.01E+03,12.27,9.84E+00,0.9386,6.00E-01,1.74E+03,4.74E+02,7048,245,4.19,0.3,1.481,0.8
9052,1,321.213,3.90E-04,4.51E-02,3.58E-02,624.69634,2.30E+03,89.95,6.89E-01,3.619,1.47E+00,6.327,5.02E+00,3.10E+02,2.96E+01,6018,124,4.26,0.13,1.286,0.24
9053,1,3.5014,0.00E+00,5.00E-01,0.00E+00,8.896403,0.00E+00,89.36,0.00E+00,4.5,0.00E+00,71.86,0.00E+00,1.56E+03,0.00E+00,6804,244,4.3,0.34,1.317,0.789
9054,1,5.15649,2.45E-04,4.63E-03,5.41E-03,2.5165552,7.97E+00,75.63,1.34E+02,12.32,7.39E+00,0.4153,4.86E-01,8.26E+02,8.26E+02,4806,144,4.51,0.86,0.822,1.643
9055,1,44.7144,2.43E-06,4.01E-01,1.04E-02,63.489676,2.69E-02,89.18,1.40E-02,5.756,3.31E-03,41.16,1.07E+00,5.33E+02,1.10E+02,6185,201,4.49,0.3,0.941,0.384
9056,1,3.26454,2.09E-05,5.11E-03,8.57E-04,3.8251329,2.96E+00,82.4,2.45E+01,5.664,3.05E-01,0.9199,1.54E-01,1.67E+03,4.48E+02,6395,249,4.12,0.3,1.65,0.877
9057,2,3.26446,1.69E-05,5.36E-03,1.71E-03,6.815459,1.08E+01,87.32,4.30E+01,3.489,1.22E-01,0.9645,3.08E-01,1.67E+03,4.48E+02,6395,249,4.12,0.3,1.65,0.877
9058,2,0.535367,1.26E-05,8.42E-03,5.85E-03,2.5526574,6.78E+00,78.5,1.36E+02,1.395,6.11E-01,0.9853,6.85E-01,2.37E+03,4.98E+02,5902,185,4.38,0.27,1.073,0.446
